/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_31_721.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_31_721.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_31_721.jpg, 0, 0, 0, 5.333197E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_31_821.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_31_821.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_31_821.jpg, 0, 0, 0, 5.484855E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_31_923.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_31_923.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_31_923.jpg, 0, 0, 0, 5.233232E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_32_034.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_32_034.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_32_034.jpg, 0, 0, 0, 5.284421E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_32_157.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_32_157.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_32_157.jpg, 0, 0, 0, 5.254699E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_32_446.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_32_446.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_32_446.jpg, 0, 0, 0, 5.262078E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_32_639.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_32_639.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_32_639.jpg, 0, 0, 0, 5.285468E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_32_949.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_32_949.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_32_949.jpg, 0, 0, 0, 5.27093E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_048.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_048.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_048.jpg, 0, 0, 0, 5.271245E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_167.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_167.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_167.jpg, 0, 0, 0, 5.308264E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_266.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_266.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_266.jpg, 0, 0, 0, 5.304307E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_380.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_380.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_380.jpg, 0, 0, 0, 5.243649E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_488.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_488.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_488.jpg, 0, 0, 0, 5.2464E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_592.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_592.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_592.jpg, -0.2958688, 0, 0, 8.166911E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_694.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_694.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_694.jpg, -0.6169828, 0, 0, 0.0001187676
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_33_795.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_33_795.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_33_795.jpg, -0.3117417, 0, 0, 8.523358E-05
/Users/umerhuzaifa/Desktop/Data/IMG/center_2019_02_19_22_35_34_059.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/left_2019_02_19_22_35_34_059.jpg, /Users/umerhuzaifa/Desktop/Data/IMG/right_2019_02_19_22_35_34_059.jpg, -1, 0, 0, 0.000160539
